135-806,서울,강남구,개포1동,경남아파트,,1
135-807,서울,강남구,개포1동,우성3차아파트,(1∼6동),2
135-806,서울,강남구,개포1동,우성9차아파트,(901∼902동),3
135-770,서울,강남구,개포1동,주공아파트,(1∼16동),4
135-805,서울,강남구,개포1동,주공아파트,(17∼40동),5
135-966,서울,강남구,개포1동,주공아파트,(41∼85동),6
135-807,서울,강남구,개포1동,주공아파트,(86∼103동),7
135-805,서울,강남구,개포1동,주공아파트,(104∼125동),8
135-807,서울,강남구,개포1동,현대1차아파트,(101∼106동),9
135-805,서울,강남구,개포1동,,565,10
135-806,서울,강남구,개포1동,,649∼651,11
135-807,서울,강남구,개포1동,,652∼653,12
135-810,서울,강남구,개포1동,,660,13
135-241,서울,강남구,개포1동,,,14
135-800,서울,강남구,개포2동,우성8차아파트,(801∼803동),15
135-771,서울,강남구,개포2동,주공아파트,(201∼232동),16
135-800,서울,강남구,개포2동,주공아파트,(301∼325동),17
135-772,서울,강남구,개포2동,주공아파트,(401∼415동),18
135-800,서울,강남구,개포2동,주공아파트,(416∼458동),19
135-992,서울,강남구,개포2동,주공아파트,(501∼506동),20
135-993,서울,강남구,개포2동,주공아파트,(601∼609동),21
135-993,서울,강남구,개포2동,주공아파트,(701∼708동),22
135-800,서울,강남구,개포2동,현대3차아파트,(1∼5동),23
135-800,서울,강남구,개포2동,,94∼108,24
135-801,서울,강남구,개포2동,,138,25
135-802,서울,강남구,개포2동,,139∼140,26
135-800,서울,강남구,개포2동,,152∼156,27
135-802,서울,강남구,개포2동,,157∼169,28
135-800,서울,강남구,개포2동,,170∼177,29
135-803,서울,강남구,개포2동,,178,30
135-800,서울,강남구,개포2동,,179∼180,31
135-993,서울,강남구,개포2동,,181∼185,32
135-994,서울,강남구,개포2동,,186∼187,33
135-804,서울,강남구,개포2동,,188∼189,34
135-242,서울,강남구,개포2동,,,35
135-773,서울,강남구,개포4동,시영아파트,(1∼25동),36
135-809,서울,강남구,개포4동,시영아파트,(26∼30동),37
135-809,서울,강남구,개포4동,우성6차아파트,(1∼8동),38
135-808,서울,강남구,개포4동,현대2차아파트,(200∼220동),39
135-808,서울,강남구,개포4동,,654∼656,40
135-809,서울,강남구,개포4동,,658,41
135-960,서울,강남구,개포4동,,1055,42
135-960,서울,강남구,개포4동,,1057,43
135-960,서울,강남구,개포4동,,1163∼1166,44
135-961,서울,강남구,개포4동,,1167∼1189,45
135-962,서울,강남구,개포4동,,1190∼1218,46
135-963,서울,강남구,개포4동,,1219∼1228,47
135-964,서울,강남구,개포4동,,1229∼1243,48
135-965,서울,강남구,개포4동,,1244∼1268,49
135-961,서울,강남구,개포4동,,1271,50
135-962,서울,강남구,개포4동,,1272,51
135-961,서울,강남구,개포4동,,1273∼1274,52
135-244,서울,강남구,개포4동,,,53
135-543,서울,강남구,개포동,LG자이아파트,(101∼104동),54
135-988,서울,강남구,개포동,SH공사,,55
135-940,서울,강남구,개포동,대청아파트,,56
135-989,서울,강남구,개포동,대청타워,,57
135-797,서울,강남구,개포동,대치아파트,(101∼108동),58
135-544,서울,강남구,개포동,대치아파트,(209∼219동),59
135-240,서울,강남구,개포동,서울강남우체국,,60
135-939,서울,강남구,개포동,서울수서경찰서,,61
135-939,서울,강남구,개포동,,12∼14,62
135-940,서울,강남구,개포동,,18,63
135-240,서울,강남구,개포동,,,64
135-726,서울,강남구,논현1동,거평타운,,65
135-529,서울,강남구,논현1동,논현빌딩,,66
135-814,서울,강남구,논현1동,논현아파트,,67
135-749,서울,강남구,논현1동,영풍빌딩,,68
135-811,서울,강남구,논현1동,,1∼4,69
135-812,서울,강남구,논현1동,,5∼11,70
135-811,서울,강남구,논현1동,,12∼17,71
135-813,서울,강남구,논현1동,,18∼19,72
135-814,서울,강남구,논현1동,,20∼26,73
135-812,서울,강남구,논현1동,,27∼29,74
135-815,서울,강남구,논현1동,,30∼42,75
135-814,서울,강남구,논현1동,,43∼54,76
135-815,서울,강남구,논현1동,,55∼58,77
135-822,서울,강남구,논현1동,,120∼125,78
135-823,서울,강남구,논현1동,,126∼129,79
135-824,서울,강남구,논현1동,,130∼133,80
135-822,서울,강남구,논현1동,,134∼142,81
135-825,서울,강남구,논현1동,,143∼148,82
135-824,서울,강남구,논현1동,,149∼158,83
135-825,서울,강남구,논현1동,,159∼168,84
135-824,서울,강남구,논현1동,,169,85
135-817,서울,강남구,논현1동,,170∼172,86
135-826,서울,강남구,논현1동,,173∼179,87
135-827,서울,강남구,논현1동,,180∼187,88
135-826,서울,강남구,논현1동,,188∼195,89
135-827,서울,강남구,논현1동,,196∼199,90
135-545,서울,강남구,논현1동,,200∼206,91
135-011,서울,강남구,논현1동,,,92
135-727,서울,강남구,논현2동,LH서울지역본부,,93
135-819,서울,강남구,논현2동,SB타워,,94
135-701,서울,강남구,논현2동,건설회관,,95
135-833,서울,강남구,논현2동,경복아파트,,96
135-833,서울,강남구,논현2동,동부센트레빌,,97
135-820,서울,강남구,논현2동,동현아파트,,98
135-714,서울,강남구,논현2동,두산빌딩,,99
135-572,서울,강남구,논현2동,두산위브아파트,(101∼102동),100
135-832,서울,강남구,논현2동,두산위브아파트,(201∼202동),101
135-530,서울,강남구,논현2동,보전빌딩,,102
135-702,서울,강남구,논현2동,서울세관,,103
135-012,서울,강남구,논현2동,서울영동우체국,,104
135-742,서울,강남구,논현2동,서진빌딩,,105
135-733,서울,강남구,논현2동,성암빌딩,,106
135-734,서울,강남구,논현2동,송암빌딩,,107
135-820,서울,강남구,논현2동,쌍용아파트,,108
135-546,서울,강남구,논현2동,파크랜드빌딩,,109
135-832,서울,강남구,논현2동,현대인텔렉스,,110
135-816,서울,강남구,논현2동,,59∼69,111
135-995,서울,강남구,논현2동,,70∼79,112
135-818,서울,강남구,논현2동,,80∼90,113
135-819,서울,강남구,논현2동,,91∼99,114
135-820,서울,강남구,논현2동,,100∼105,115
135-821,서울,강남구,논현2동,,106∼107,116
135-820,서울,강남구,논현2동,,108,117
135-821,서울,강남구,논현2동,,109∼110,118
135-820,서울,강남구,논현2동,,111,119
135-821,서울,강남구,논현2동,,112∼118,120
135-820,서울,강남구,논현2동,,119,121
135-996,서울,강남구,논현2동,,207∼211,122
135-829,서울,강남구,논현2동,,212∼227,123
135-830,서울,강남구,논현2동,,228∼234,124
135-831,서울,강남구,논현2동,,235∼237,125
135-830,서울,강남구,논현2동,,238∼242,126
135-832,서울,강남구,논현2동,,243∼265,127
135-833,서울,강남구,논현2동,,266∼278,128
135-012,서울,강남구,논현2동,,,129
135-010,서울,강남구,논현동,,,130
135-828,서울,강남구,대치1동,개포우성아파트,(1∼15동),131
135-853,서울,강남구,대치1동,국제아파트,,132
135-835,서울,강남구,대치1동,그랑프리엔,,133
135-838,서울,강남구,대치1동,대치아이파크아파트,(101∼111동),134
135-838,서울,강남구,대치1동,동부센트레빌아파트,,135
135-838,서울,강남구,대치1동,롯데캐슬리베아파트,(101∼102동),136
135-968,서울,강남구,대치1동,삼성아파트,,137
135-836,서울,강남구,대치1동,선경아파트,,138
135-774,서울,강남구,대치1동,청실아파트,,139
135-835,서울,강남구,대치1동,,200∼474,140
135-836,서울,강남구,대치1동,,506∼507,141
135-835,서울,강남구,대치1동,,599∼611,142
135-838,서울,강남구,대치1동,,621∼653,143
135-852,서울,강남구,대치1동,,1013,144
135-500,서울,강남구,대치1동,,1014∼1024,145
135-281,서울,강남구,대치1동,,,146
135-708,서울,강남구,대치2동,글라스타워빌딩,,147
135-842,서울,강남구,대치2동,대치현대아파트,(101∼108동),148
135-837,서울,강남구,대치2동,미도상가,,149
135-775,서울,강남구,대치2동,미도아파트,(101∼106동),150
135-837,서울,강남구,대치2동,미도아파트,(107∼212동),151
135-518,서울,강남구,대치2동,미래와사람빌딩,,152
135-735,서울,강남구,대치2동,삼탄빌딩,,153
135-851,서울,강남구,대치2동,새마을운동중앙회,,154
135-844,서울,강남구,대치2동,서울강남경찰서,,155
135-713,서울,강남구,대치2동,섬유센터빌딩,,156
135-776,서울,강남구,대치2동,쌍용아파트,,157
135-834,서울,강남구,대치2동,우성1차아파트,(1∼7동),158
135-519,서울,강남구,대치2동,우성2차아파트,(201∼206동),159
135-969,서울,강남구,대치2동,은마상가,,160
135-778,서울,강남구,대치2동,은마아파트,(1∼13동),161
135-969,서울,강남구,대치2동,은마아파트,(15∼23동),162
135-970,서울,강남구,대치2동,은마아파트,(25∼31동),163
135-736,서울,강남구,대치2동,일동빌딩,,164
135-851,서울,강남구,대치2동,총회회관,,165
135-549,서울,강남구,대치2동,코스모타워,,166
135-725,서울,강남구,대치2동,해성2빌딩,,167
135-725,서울,강남구,대치2동,해성빌딩,,168
135-850,서울,강남구,대치2동,현대아파트,(101동),169
135-552,서울,강남구,대치2동,호텔아이파크(주),,170
135-849,서울,강남구,대치2동,효성아파트,,171
135-834,서울,강남구,대치2동,,1∼80,172
135-837,서울,강남구,대치2동,,509∼510,173
135-834,서울,강남구,대치2동,,512∼514,174
135-845,서울,강남구,대치2동,,942∼943,175
135-846,서울,강남구,대치2동,,944∼947,176
135-847,서울,강남구,대치2동,,948∼961,177
135-848,서울,강남구,대치2동,,962∼973,178
135-842,서울,강남구,대치2동,,974∼986,179
135-849,서울,강남구,대치2동,,987∼988,180
135-501,서울,강남구,대치2동,,989∼994,181
135-502,서울,강남구,대치2동,,995∼1002,182
135-851,서울,강남구,대치2동,,1003∼1009,183
135-282,서울,강남구,대치2동,,,184
135-737,서울,강남구,대치4동,KTF빌딩,,185
135-570,서울,강남구,대치4동,금강타워,,186
135-839,서울,강남구,대치4동,다봉빌딩,,187
135-841,서울,강남구,대치4동,대치포스코더샵아파트,(101∼104동),188
135-523,서울,강남구,대치4동,동부금융센터,,189
135-704,서울,강남구,대치4동,롯데백화점(강남점),,190
135-841,서울,강남구,대치4동,롯데캐슬아파트,,191
135-712,서울,강남구,대치4동,상제리제빌딩,,192
135-738,서울,강남구,대치4동,세종증권빌딩,,193
135-524,서울,강남구,대치4동,유니온스틸빌딩,,194
135-777,서울,강남구,대치4동,포스코센터,,195
135-596,서울,강남구,대치4동,풍림아이원아파트,,196
135-839,서울,강남구,대치4동,,889∼890,197
135-840,서울,강남구,대치4동,,891∼900,198
135-841,서울,강남구,대치4동,,901∼911,199
135-997,서울,강남구,대치4동,,912,200
135-843,서울,강남구,대치4동,,913∼923,201
135-998,서울,강남구,대치4동,,924∼939,202
135-999,서울,강남구,대치4동,,940∼941,203
135-284,서울,강남구,대치4동,,,204
135-280,서울,강남구,대치동,,,205
135-720,서울,강남구,도곡1동,강남세브란스병원,,206
135-504,서울,강남구,도곡1동,경남아파트,(101∼104동),207
135-857,서울,강남구,도곡1동,도곡1차아이파크아파트,(101∼105동),208
135-503,서울,강남구,도곡1동,도곡한신아파트,(1∼5동),209
135-857,서울,강남구,도곡1동,삼익아파트,,210
135-858,서울,강남구,도곡1동,역삼럭키아파트,,211
135-739,서울,강남구,도곡1동,텔슨벤처타워,,212
135-857,서울,강남구,도곡1동,현대아파트,,213
135-504,서울,강남구,도곡1동,,149∼204,214
135-857,서울,강남구,도곡1동,,540∼545,215
135-858,서울,강남구,도곡1동,,546∼554,216
135-857,서울,강남구,도곡1동,,862∼869,217
135-858,서울,강남구,도곡1동,,876,218
135-857,서울,강남구,도곡1동,,883∼884,219
135-859,서울,강남구,도곡1동,,892∼942,220
135-860,서울,강남구,도곡1동,,943∼957,221
135-861,서울,강남구,도곡1동,,959∼960,222
135-857,서울,강남구,도곡1동,,961∼962,223
135-862,서울,강남구,도곡1동,,964∼965,224
135-504,서울,강남구,도곡1동,,966,225
135-857,서울,강남구,도곡1동,,산6,226
135-271,서울,강남구,도곡1동,,,227
135-854,서울,강남구,도곡2동,개포럭키아파트,,228
135-855,서울,강남구,도곡2동,개포한신아파트,,229
135-700,서울,강남구,도곡2동,군인공제회관,,230
135-971,서울,강남구,도곡2동,대림아크로빌,,231
135-506,서울,강남구,도곡2동,도곡렉슬아파트,,232
135-537,서울,강남구,도곡2동,삼성래미안아파트,(101∼110동),233
135-542,서울,강남구,도곡2동,삼성타워팰리스,(A동),234
135-532,서울,강남구,도곡2동,삼성타워팰리스,(B동),235
135-533,서울,강남구,도곡2동,삼성타워팰리스,(C동),236
135-534,서울,강남구,도곡2동,삼성타워팰리스,(D동),237
135-535,서울,강남구,도곡2동,삼성타워팰리스,(E동),238
135-536,서울,강남구,도곡2동,삼성타워팰리스,(F동),239
135-554,서울,강남구,도곡2동,삼성타워팰리스,(G동),240
135-856,서울,강남구,도곡2동,아카데미스위트,,241
135-505,서울,강남구,도곡2동,우성4차아파트,(1∼9동),242
135-854,서울,강남구,도곡2동,우성5차아파트,(501∼504동),243
135-555,서울,강남구,도곡2동,우성캐릭터199,,244
135-779,서울,강남구,도곡2동,진달래아파트,(3∼9동),245
135-972,서울,강남구,도곡2동,현대비전21,,246
135-505,서울,강남구,도곡2동,,56∼109,247
135-854,서울,강남구,도곡2동,,410∼420,248
135-855,서울,강남구,도곡2동,,422∼461,249
135-854,서울,강남구,도곡2동,,462∼463,250
135-856,서울,강남구,도곡2동,,466∼467,251
135-854,서울,강남구,도곡2동,,514∼518,252
135-272,서울,강남구,도곡2동,,,253
135-270,서울,강남구,도곡동,,,254
135-526,서울,강남구,삼성1동,경암빌딩,,255
135-973,서울,강남구,삼성1동,공항타워,,256
135-732,서울,강남구,삼성1동,그랜드인터콘티넨탈호텔,,257
135-715,서울,강남구,삼성1동,대웅제약빌딩,,258
135-741,서울,강남구,삼성1동,덕명빌딩,,259
135-974,서울,강남구,삼성1동,동양금융센터,,260
135-728,서울,강남구,삼성1동,무역센터공항터미널,,261
135-798,서울,강남구,삼성1동,무역센터아셈타워,,262
135-731,서울,강남구,삼성1동,무역센터코엑스(COEX),,263
135-729,서울,강남구,삼성1동,무역센터트레이드타워,,264
135-730,서울,강남구,삼성1동,무역센터현대백화점,,265
135-538,서울,강남구,삼성1동,새마을금고중앙회,,266
135-740,서울,강남구,삼성1동,서울의료원,,267
135-865,서울,강남구,삼성1동,진흥아파트,,268
135-799,서울,강남구,삼성1동,컨벤션별관,,269
